개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총인원
3230000,323000001020060001,20060125,,01,영업/정상,0000,정상,,,,,413-7514,0,,서울특별시 송파구 송파동 58-4번지 레이크 해모로 105호,서울특별시 송파구 오금로 126, 105호 (송파동, 레이크 해모로),05618,호수동물병원,20190429172154,U,2019-05-01 02:40:00.0,,209549.208403392    ,445465.16800288     ,동물병원,,,000,
3230000,323000001020070001,20070215,,03,폐업,0002,폐업,20171031,,,,3432-7533,0,,,서울특별시 송파구 백제고분로 270 (삼전동),05585,동산동물병원,20171030152058,I,2018-08-31 23:59:59.0,,208442.334997138    ,444446.820960156    ,동물병원,,,000,
3230000,323000001020070002,20070302,,03,폐업,0002,폐업,20110225,,,,2202-0344,131,,서울특별시 송파구 잠실동 250-13번지 지상2층 ,서울특별시 송파구 백제고분로 181 (잠실동,지상2층),,최재호한방동물병원,20150730195434,I,2018-08-31 23:59:59.0,,207629.812886596    ,444741.890687621    ,동물병원,,,000,
3230000,323000001020070003,20070314,,03,폐업,0002,폐업,,,,,422-3379,0,,서울특별시 송파구 잠실동 252-6 태영빌딩 ,서울특별시 송파구 삼전로 85, 태영빌딩 1층 (잠실동),05566,KYH웰빙동물병원,20211110113347,U,2021-11-12 02:40:00.0,,207821.75333223     ,444896.052713179    ,동물병원,,,000,0
3230000,323000001020070004,20070316,,01,영업/정상,0000,정상,,,,,415-7580,65.29,,서울특별시 송파구 삼전동 22-1 유시에셋,서울특별시 송파구 석촌호수로 138, 유시에셋 (삼전동),05600,잠실준25시동물병원,20220914113522,U,2021-12-08 23:06:00.0,,208088.558210131,444991.490732515,,,,,
3230000,323000001020070005,20070517,,01,영업/정상,0000,정상,,,,,408-5400,0,,서울특별시 송파구 가락동 87-1번지 MOXENHOUSE ,서울특별시 송파구 중대로9길 48, MOXENHOUSE (가락동),05712,쿨독동물병원,20190429172445,U,2019-05-01 02:40:00.0,,210468.408293066    ,443882.442726704    ,동물병원,,,000,
3230000,323000001020070006,20070605,,03,폐업,0002,폐업,20111128,,,,424-0425,0,,서울특별시 송파구 송파동 164-10번지 지상1층 ,,,러브펫동물병원,20150728180209,I,2018-08-31 23:59:59.0,,210335.982334812    ,444515.807400121    ,동물병원,,,000,
3230000,323000001020070007,20070803,,03,폐업,0002,폐업,20160731,,,,430-7972,40.79,,,서울특별시 송파구 문정로4길 18 (문정동),05807,해뜨는 동물병원,20160801181517,I,2018-08-31 23:59:59.0,,211072.612429627    ,442512.630998197    ,동물병원,,,000,
3230000,323000001020070008,20071002,,03,폐업,0002,폐업,20170822,,,,419-7571,60.13,,서울특별시 송파구 송파동 135-2번지 지상1층 ,서울특별시 송파구 백제고분로 432 (송파동,지상1층),,송파원동물병원,20170822172545,I,2018-08-31 23:59:59.0,,209821.471238859    ,445231.701403715    ,동물병원,,,000,
3230000,323000001020070009,20071101,,03,폐업,0002,폐업,20140731,,,,430-7585,36.37,,,서울특별시 송파구 송이로 98 (가락동),05713,해밀동물병원,20150731130549,I,2018-08-31 23:59:59.0,,210623.551672443    ,443914.310014884    ,동물병원,,,000,
3230000,323000001020070010,20071130,,03,폐업,0002,폐업,20080929,,,,413-6676,27,,서울특별시 송파구 방이동 136-13번지 지상1층 ,서울특별시 송파구 가락로 259 (방이동,지상1층),,레인보우동물병원,20150728180256,I,2018-08-31 23:59:59.0,,210413.194501406    ,445439.810176902    ,동물병원,,,000,
3230000,323000001020080001,20080107,,03,폐업,0002,폐업,20120503,,,,443-7533,36,,서울특별시 송파구 가락동 8번지 가락스타클래스 107호 ,서울특별시 송파구 오금로 306 (가락동,가락스타클래스 107호),,오금 동물병원,20150730193417,I,2018-08-31 23:59:59.0,,211082.205235743    ,444525.412046546    ,동물병원,,,000,
3230000,323000001020080002,20080307,,01,영업/정상,0000,정상,,,,,416-7512,0,,서울특별시 송파구 신천동 11-4번지 잠실 푸르지오 월드마크 상가 207호,서울특별시 송파구 올림픽로35가길 9, 상가동 2층 207호 (신천동, 잠실 푸르지오 월드마크),05510,더 샵 동물메디컬센터,20190306150752,U,2019-03-08 02:40:00.0,,209087.122362019    ,446139.152554604    ,동물병원,,,000,
3230000,323000001020080003,20080414,,03,폐업,0002,폐업,20090601,,,,430-5353,54.13,,서울특별시 송파구 오금동 41-23번지 지상1층 ,서울특별시 송파구 마천로 76 (오금동,지상1층),,이솝 동물병원,20150730194541,I,2018-08-31 23:59:59.0,,211298.667149472    ,445021.964533794    ,동물병원,,,000,
3230000,323000001020080004,20080421,,03,폐업,0002,폐업,20180212,,,,420-0975,53.77,,,서울특별시 송파구 석촌호수로 94 (잠실동),05564,신천 동물병원,20180212174745,I,2018-08-31 23:59:59.0,,207664.912872888    ,445106.471270299    ,동물병원,,,000,
3230000,323000001020080005,20080822,,03,폐업,0002,폐업,20120130,,,,3431-6007,0,,서울특별시 송파구 석촌동 1-1번지 신동아로쟌뷰 1층(114호) ,서울특별시 송파구 석촌호수로 188 (석촌동,신동아로쟌뷰 1층(114호)),,로잔동물병원,20150728180647,I,2018-08-31 23:59:59.0,,208570.23058604     ,444895.883501208    ,동물병원,,,000,
3230000,323000001020090001,20090219,,03,폐업,0002,폐업,20110131,,,,3401-7588,70,,서울특별시 송파구 문정동 11-8번지 지상2층 ,서울특별시 송파구 송이로32길 16 (문정동,지상2층),,서울동물병원,20150729171607,I,2018-08-31 23:59:59.0,,211216.876756012    ,442963.927571132    ,동물병원,,,000,
3230000,323000001020090002,20090324,,01,영업/정상,0000,정상,,,,,449-8575,50,,서울특별시 송파구 마천동 161-2번지 ,서울특별시 송파구 성내천로 229, 1층 (마천동),05747,두리동물병원,20190429172820,U,2019-05-01 02:40:00.0,,213472.400666424    ,444156.64213619     ,동물병원,,,000,
3230000,323000001020090003,20090423,,03,폐업,0002,폐업,20100407,,,,02-565-7582,0,,서울특별시 송파구 잠실동 19-9번지 2A12호,,,알프스 동물병원,20150729173542,I,2018-08-31 23:59:59.0,,207373.50021477     ,445545.656024061    ,동물병원,,,000,
3230000,323000001020090004,20090424,,03,폐업,0002,폐업,20091124,,,,443-2222,0,,서울특별시 송파구 가락동 137-3번지 102호,,,내사랑 동물병원,20150728173924,I,2018-08-31 23:59:59.0,,211262.994857358    ,443408.278406299    ,동물병원,,,000,
3230000,323000001020090005,20090603,,03,폐업,0002,폐업,20190207,,,,430-5353,55.13,,,서울특별시 송파구 마천로 76 (오금동),05659,솔로몬동물병원,20190207104949,U,2019-02-09 02:40:00.0,,211313.698249836    ,445013.39407914     ,동물병원,,,000,
3230000,323000001020090006,20090714,,01,영업/정상,0000,정상,,,,,415-7579,28.47,,서울특별시 송파구 신천동 17번지 파크리오상가 36호,서울특별시 송파구 올림픽로 435, 상가동 1층 36호 (신천동, 파크리오),05507,리오동물병원,20190429173049,U,2019-05-01 02:40:00.0,,209314.259995755    ,446483.316079239    ,동물병원,,,000,
3230000,323000001020090007,20091110,,03,폐업,0002,폐업,20120316,,,,473-0577,20.7,,서울특별시 송파구 풍납동 257-95번지 지상1층 ,서울특별시 송파구 토성로 30-1 (풍납동,지상1층),,튼튼동물병원,20150730200114,I,2018-08-31 23:59:59.0,,209976.153437942    ,447559.131102071    ,동물병원,,,000,
3230000,323000001020090008,20091130,,03,폐업,0002,폐업,20141215,,,,420-7580,67.96,,,서울특별시 송파구 백제고분로 115 (잠실동, 그린빌딩1층),05570,꿈이 크는 동물병원,20150731110501,I,2018-08-31 23:59:59.0,,207003.155869738    ,444965.148626967    ,동물병원,,,000,
3230000,323000001020090009,20091202,,01,영업/정상,0000,정상,,,,,443-2222,0,,서울특별시 송파구 가락동 137-3 현대빌리지 ,서울특별시 송파구 동남로 161, 1,2층 (가락동, 현대빌리지),05826,에코동물병원,20210126170140,U,2021-01-28 02:40:00.0,,211262.994857358    ,443408.278406299    ,동물병원,,,000,
3230000,323000001020100001,20100203,,03,폐업,0002,폐업,20170305,,,,422-7773,0,,,서울특별시 송파구 석촌호수로 74 (잠실동),05559,참 동물병원,20170308164734,I,2018-08-31 23:59:59.0,,207489.517755073    ,445273.820450137    ,동물병원,,,000,
3230000,323000001020100002,20100525,,03,폐업,0002,폐업,20220520,,,,420-9993,0,,서울특별시 송파구 송파동 103-29,서울특별시 송파구 가락로 162, 1층 (송파동),05675,한양종합동물병원,20220523175928,U,2021-12-04 22:05:00.0,,209960.669881595,444566.344556444,,,,,
3230000,323000001020100003,20100716,,01,영업/정상,0000,정상,,,,,02-417-3021,0,,서울특별시 송파구 방이동 181 태평양파크빌라트,서울특별시 송파구 위례성대로 102, 2층 202호 (방이동, 태평양파크빌라트),05637,스킨앤이어동물병원,20220531121641,U,2021-12-06 00:02:00.0,,210806.17880244,445687.287777099,,,,,
3230000,323000001020100004,20100830,,03,폐업,0002,폐업,20220203,,,,2144-6175,45.53,,서울특별시 송파구 잠실동 40 갤러리아팰리스상가 124호,서울특별시 송파구 올림픽로 212, 상가동 124호 (잠실동, 갤러리아팰리스),05553,갤러리아동물병원,20220208145705,U,2022-02-10 02:40:00.0,,208233.926974585    ,445435.257647797    ,동물병원,,,000,0
3230000,323000001020110001,20110107,,01,영업/정상,0000,정상,,,,,423-8280,41.53,,서울특별시 송파구 잠실동 19-9번지 잠실파인애플상가 A동 2층 9,10호,서울특별시 송파구 올림픽로 119, 잠실파인애플상가 A동 2층 9,10호 (잠실동),05501,연 동물병원,20190306144551,U,2019-03-08 02:40:00.0,,207373.50021477     ,445545.656024061    ,동물병원,,,000,
3230000,323000001020110002,20110208,,03,폐업,0002,폐업,20120718,,,,,0,,,서울특별시 강서구 가로공원로80길 6, 2층 2호 (화곡동, 태영아트빌),07762,24시송파서울동물병원,20150729171802,I,2018-08-31 23:59:59.0,,185674.311733194    ,448312.357884851    ,동물병원,,,000,
3230000,323000001020110003,20110628,,03,폐업,0002,폐업,20190411,,,,2047-4224,0,,서울특별시 송파구 문정동 628번지 가든파이브툴 지하1층 ,서울특별시 송파구 충민로 10, 가든파이브툴 지하1층 (문정동),05840,웰니스동물병원,20190411145207,U,2019-04-13 02:40:00.0,,210480.282018702    ,441833.16323518     ,동물병원,,,000,
3230000,323000001020110004,20110701,,03,폐업,0002,폐업,20180501,,,,2202-3515,0,,서울특별시 송파구 삼전동 7-6번지 지상1층 ,서울특별시 송파구 백제고분로 195 (삼전동,지상1층),,서울동물의료원,20180430175829,I,2018-08-31 23:59:59.0,,207763.353192352    ,444701.207870431    ,동물병원,,,L00,
3230000,323000001020110005,20110701,,03,폐업,0002,폐업,20150302,,,,416-8070,0,,서울특별시 송파구 송파동 135-8번지 ,서울특별시 송파구 오금로 168 (송파동),05662,강남종합동물병원,20150728164940,I,2018-08-31 23:59:59.0,,209918.583080726    ,445270.497368313    ,동물병원,,,L00,
3230000,323000001020110006,20110715,,03,폐업,0002,폐업,20170624,,,,431-7575,36.75,,서울특별시 송파구 가락동 193-3번지 광성빌딩106호 ,서울특별시 송파구 동남로 202 (가락동,광성빌딩106호),,더 동물병원,20170623101614,I,2018-08-31 23:59:59.0,,211522.187830574    ,443693.193640948    ,동물병원,,,000,
3230000,323000001020110007,20110720,,03,폐업,0002,폐업,20160713,,,,2203-0040,0,,서울특별시 송파구 잠실동 40번지 갤러리아팰리스상가내 지하1층136-11호 ,서울특별시 송파구 올림픽로 212 (잠실동,갤러리아팰리스상가내 지하1층136-11호),,잠실초이 동물병원,20160713140911,I,2018-08-31 23:59:59.0,,208233.926974585    ,445435.257647797    ,동물병원,,,000,
3230000,323000001020110008,20110805,,03,폐업,0002,폐업,20220630,,,,400-7582,0,,서울특별시 송파구 가락동 125-8 상아빌딩 1층,서울특별시 송파구 송이로 171, 상아빌딩 1층 (가락동),05827,봄빛 동물병원,20220705083848,U,2021-12-07 00:07:00.0,,211082.480335037,443326.359340829,,,,,
3230000,323000001020110009,20110826,,03,폐업,0002,폐업,20151126,,,,2143-1735,0,,,서울특별시 송파구 올림픽로 240, 2층 (잠실동, 롯데마트),05554,쿨펫 월드점 동물병원,20151126142242,I,2018-08-31 23:59:59.0,,208589.363343145    ,445455.90405262     ,동물병원,,,000,
3230000,323000001020110010,20111012,,01,영업/정상,0000,정상,,,,,02-2043-7582,0,,서울특별시 송파구 오금동 17번지 왕천빌딩 1층 ,서울특별시 송파구 양재대로 1148, 왕천빌딩 1층 (오금동),05657,유앤동물의료원,20190306144725,U,2019-03-08 02:40:00.0,,211187.285420971    ,445282.815189137    ,동물병원,,,000,
3230000,323000001020110011,20111017,,03,폐업,0002,폐업,20181228,,,,02-425-6125,866.33,,서울특별시 송파구 송파동 141-2번지 ,서울특별시 송파구 오금로 182 (송파동),,이리온 동물의료원,20190109142146,U,2019-01-11 02:40:00.0,,210052.042595122    ,445172.956368574    ,동물병원,,,L00,
3230000,323000001020110012,20111116,,03,폐업,0002,폐업,20171121,,,,4120098,0,,,서울특별시 송파구 백제고분로 131 (잠실동),05569,아미동물병원,20171127151547,I,2018-08-31 23:59:59.0,,207154.999826048    ,444910.897363304    ,동물병원,,,000,
3230000,323000001020120001,20120106,,03,폐업,0002,폐업,20130313,,,,4156279,0,,,서울특별시 송파구 백제고분로46길 27 (송파동),05663,이동훈동물병원,20150731112548,I,2018-08-31 23:59:59.0,,210016.38105631     ,445052.084769807    ,동물병원,,,000,
3230000,323000001020120002,20120202,,03,폐업,0002,폐업,20150214,,,,3431-6007,44.22,,,서울특별시 송파구 석촌호수로 188 (석촌동),05612,잠실VIP동물병원,20150731112641,I,2018-08-31 23:59:59.0,,208592.841350821    ,444893.596834136    ,동물병원,,,000,
3230000,323000001020120003,20120319,,03,폐업,0002,폐업,20150630,,,,4730577,28.39,,,서울특별시 송파구 토성로 30-1, 1층 1호 (풍납동),05536,청담동물병원,20150731113013,I,2018-08-31 23:59:59.0,,209976.153437942    ,447559.131102071    ,동물병원,,,000,
3230000,323000001020120004,20120416,,01,영업/정상,0000,정상,,,,,419-7580,198,,서울특별시 송파구 석촌동 213-2번지 보라빌딩 ,서울특별시 송파구 삼학사로 44, 보라빌딩 (석촌동),05679,이룸동물병원,20190920114001,U,2019-09-22 02:40:00.0,,208516.391912451    ,444328.439527609    ,동물병원,,,000,
3230000,323000001020120005,20120509,,03,폐업,0002,폐업,20151027,,,,443-7533,40,,,서울특별시 송파구 오금로 306, 1층 7호 (가락동, 가락스타클래스),05701,오금동물병원,20161208143057,I,2018-08-31 23:59:59.0,,211082.205235743    ,444525.412046546    ,동물병원,,,000,
3230000,323000001020120006,20120712,,03,폐업,0002,폐업,20181227,,,,3401-7582,0,,,서울특별시 송파구 송이로32길 19, 1층 (문정동),05797,하군이네 동물병원,20181227172445,U,2018-12-29 02:40:00.0,,211228.419979407    ,442900.488682096    ,동물병원,,,000,
3230000,323000001020120007,20120814,,01,영업/정상,0000,정상,,,,,02-419-1010,48.37,,서울특별시 송파구 잠실동 22-6번지 리센츠상가 1층 C13,C14호 ,서울특별시 송파구 올림픽로 145, 리센츠 상가동 1층 C13,C14호 (잠실동),05502,리센츠 스타 동물병원,20190306150911,U,2019-03-08 02:40:00.0,,207624.424720682    ,445533.439634339    ,동물병원,,,000,
3230000,323000001020120008,20121023,,03,폐업,0002,폐업,20121122,,,,400-4633,0,,,서울특별시 송파구 강동대로 300 (방이동),05649,오즈동물병원,20150731112302,I,2018-08-31 23:59:59.0,,212138.113381365    ,446315.752490531    ,동물병원,,,000,
3230000,323000001020120009,20121113,,03,폐업,0002,폐업,20171229,,,,400-7555,0,,,서울특별시 송파구 충민로2길 36, 1층 102호 (장지동, 해오름 빌딩),05816,치치동물병원,20171229125600,I,2018-08-31 23:59:59.0,,211280.56398700000  ,441914.84261000000  ,동물병원,,,000,
3230000,323000001020130001,20130515,,01,영업/정상,0000,정상,,,,,418-0724,0,,서울특별시 송파구 잠실동 175-6 J타워 202호,서울특별시 송파구 올림픽로 76, J타워 202호 (잠실동),05556,24시잠실ON동물의료센터,20220405161920,U,2021-12-04 00:07:00.0,,206916.75835,445485.4447736,,,,,
3230000,323000001020130002,20130717,,03,폐업,0002,폐업,20160824,,,,424-7588,10829.64,,,서울특별시 송파구 올림픽로 435, A동 4층 5호 (신천동, 파크리오상가),05507,에이스종합동물병원,20160829132516,I,2018-08-31 23:59:59.0,,209995.612788762    ,446691.34604437     ,동물병원,,,000,
3230000,323000001020130003,20130723,,01,영업/정상,0000,정상,,,,,02-6925-5475,0,,서울특별시 송파구 신천동 11번지 장미c상가 내제2층 203호, 내제2층 204동 3호,서울특별시 송파구 올림픽로35길 94, 신천동동 내제2층층 203호 (신천동, 장미3차맨션),05504,킴리동물병원,20190429165931,U,2019-05-01 02:40:00.0,,209001.844836661    ,446426.814182263    ,동물병원,,,000,
3230000,323000001020130004,20131231,,01,영업/정상,0000,정상,,,,,02-414-7975,60.14,,서울특별시 송파구 석촌동 174-12번지 청호빌딩 1층 2호,서울특별시 송파구 송파대로 441, 청호빌딩 1층 2호 (석촌동),05616,석촌동물병원,20190306145148,U,2019-03-08 02:40:00.0,,209318.049046158    ,444847.903787224    ,동물병원,,,000,
3230000,323000001020140001,20140327,,01,영업/정상,0000,정상,,,,,02-6227-7582,85.96,,서울특별시 송파구 방이동 135-1번지 세림빌딩 1층 ,서울특별시 송파구 가락로 258, 세림빌딩 1층 (방이동),05634,라임동물병원,20190306145203,U,2019-03-08 02:40:00.0,,210444.487653465    ,445418.501583634    ,동물병원,,,000,
3230000,323000001020140002,20140521,,01,영업/정상,0000,정상,,,,,02-2203-7975,0,,서울특별시 송파구 석촌동 2-9 금보 1층,서울특별시 송파구 삼학사로 88, 금보 1층 (석촌동),05612,잠실베스트동물메디컬센터,20220513130823,U,2021-12-04 23:05:00.0,,208542.14164305,444755.616935219,,,,,
3230000,323000001020140003,20140611,,01,영업/정상,0000,정상,,,,,431-0275,107.47,,서울특별시 송파구 문정동 4-2번지 성해아파트상가 1층 ,서울특별시 송파구 송이로 186, 상가동 1호 (문정동, 성해아파트),05796,문정탑동물병원,20190306151042,U,2019-03-08 02:40:00.0,,211133.028370272    ,443191.963476119    ,동물병원,,,000,
3230000,323000001020140004,20140901,,01,영업/정상,0000,정상,,,,,024247552,0,,서울특별시 송파구 삼전동 22-6번지 1층 ,서울특별시 송파구 석촌호수로 146, 1층 (삼전동),05600,행복한 우리아이 동물병원,20190306145318,U,2019-03-08 02:40:00.0,,208168.056327148    ,444967.444844563    ,동물병원,,,000,
3230000,323000001020140005,20141008,,03,폐업,0002,폐업,20180930,,,,02-3213-2798,0,,,서울특별시 송파구 올림픽로 300, 지하1층 (신천동, 롯데마트 엔터테인먼트),05551,펫가든동물병원 월드타워점,20181002140822,U,2018-10-04 02:35:39.0,,209129              ,445785              ,동물병원,,,000,
3230000,323000001020140006,20141215,,01,영업/정상,0000,정상,,,,,02-420-7580,67.96,,서울특별시 송파구 잠실동 222-6번지 그린빌딩 1층 ,서울특별시 송파구 백제고분로 115, 그린빌딩 1층 (잠실동),05570,꿈이크는 동물병원,20190306145333,U,2019-03-08 02:40:00.0,,207003.155869738    ,444965.148626967    ,동물병원,,,000,
3230000,323000001020150001,20150612,,01,영업/정상,0000,정상,,,,,02-449-0075,116.88,,서울특별시 송파구 거여동 20-5 정림빌딩 1층,서울특별시 송파구 오금로 473, 정림빌딩 1층 (거여동),05744,온마음 동물메디컬센터,20220905170106,U,2021-12-09 00:07:00.0,,212481.114279018,443607.250431617,,,,,
3230000,323000001020150002,20150701,,01,영업/정상,0000,정상,,,,,473-0577,0,,서울특별시 송파구 풍납동 257-95번지 ,서울특별시 송파구 토성로 30-1 (풍납동),05536,청담동물병원,20190306145403,U,2019-03-08 02:40:00.0,,209976.153437942    ,447559.131102071    ,동물병원,,,000,
3230000,323000001020150003,20150717,,03,폐업,0002,폐업,20160122,,,,,0,,,서울특별시 송파구 올림픽로35가길 16, B15호 (신천동, 홈플러스잠실점),05510,위즈펫동물병원 잠실점,20160122161945,I,2018-08-31 23:59:59.0,,209039.148023482    ,446007.966801057    ,동물병원,,,000,
3230000,323000001020150004,20150811,,03,폐업,0002,폐업,20151106,,,,,22.68,,,서울특별시 송파구 충민로 66, 라이프동 6층 T6045호 (문정동, 가든파이브라이프),05838,KAVSC동물병원,20151106182727,I,2018-08-31 23:59:59.0,,211053.11951800000  ,442026.98878300000  ,동물병원,,,000,
3230000,323000001020150005,20151028,,03,폐업,0002,폐업,20181119,,,,02-443-7533,40.8,,,서울특별시 송파구 오금로 306, 107호 (가락동, 가락스타클래스),05701,오금동물병원,20181119100348,U,2018-11-21 02:36:06.0,,211082.205235743    ,444525.412046546    ,동물병원,,,000,
3230000,323000001020150006,20151202,,01,영업/정상,0000,정상,,,,,02-6401-1512,0,,서울특별시 송파구 문정동 620 송파 푸르지오시티 ,서울특별시 송파구 새말로 62, 송파 푸르지오시티 110호 (문정동),05841,키다리동물병원,20211015172943,U,2021-10-17 02:40:00.0,,210654.50616628     ,442070.575741668    ,동물병원,,,000,0
3230000,323000001020160001,20160125,,03,폐업,0002,폐업,20171220,,,,02-471-8275,0,,,서울특별시 송파구 올림픽로35가길 16, B16호 (신천동, 홈플러스잠실점),05510,위즈펫동물병원,20171219101620,I,2018-08-31 23:59:59.0,,209039.148023482    ,446007.966801057    ,동물병원,,,000,
3230000,323000001020160002,20160510,,03,폐업,0002,폐업,20200717,,,,02-3401-0075,36.41,,서울특별시 송파구 장지동 894 위례아이파크상가 5동 E117호,서울특별시 송파구 위례광장로 136, 5동 E117호 (장지동, 위례아이파크),05852,위례동물병원,20200717140102,U,2020-07-19 02:40:00.0,,212469              ,441602              ,동물병원,,,000,
3230000,323000001020160003,20160531,,03,폐업,0002,폐업,20190503,,,,02-424-7582,49.92,,서울특별시 송파구 신천동 7번지 장미아파트 비상가 2동 108호,서울특별시 송파구 올림픽로35길 112, 장미아파트 비상가 2동 108호 (신천동),05504,바우동물병원,20190503163907,U,2019-05-05 02:40:00.0,,208707.089897534    ,446299.352775446    ,동물병원,,,000,
3230000,323000001020160004,20160621,,01,영업/정상,0000,정상,,,,,02-400-8575,264,,서울특별시 송파구 문정동 85 어은회관,서울특별시 송파구 새말로 125, 어은회관 (문정동),05809,송파바로동물병원,20220513110406,U,2021-12-04 23:05:00.0,,211255.759612505,442338.115571068,,,,,
3230000,323000001020160005,20160629,,01,영업/정상,0000,정상,,,,,02-448-7588,220.8,,서울특별시 송파구 문정동 57-3,서울특별시 송파구 새말로5길 17 (문정동),05807,송파스마일동물병원,20220511134352,U,2021-12-04 23:03:00.0,,210894.045178393,442447.651416591,,,,,
3230000,323000001020160006,20160909,,01,영업/정상,0000,정상,,,,,024438898,0,,서울특별시 송파구 거여동 290-3 우토 파크빌딩 ,서울특별시 송파구 양산로4길 13, 우토 파크빌딩 (거여동),05779,마루동물병원,20201130141650,U,2020-12-02 02:40:00.0,,212732.224573984    ,443096.786433541    ,동물병원,,,000,
3230000,323000001020170001,20170814,,01,영업/정상,0000,정상,,,,,02-419-7571,185.6,,서울특별시 송파구 송파동 135-2,서울특별시 송파구 백제고분로 432, 2층 (송파동),05662,송파원동물병원,20220927103409,U,2021-12-08 22:09:00.0,,209821.471238859,445231.701403715,,,,,
3230000,323000001020180001,20180212,,01,영업/정상,0000,정상,,,,,,0,,서울특별시 송파구 잠실동 242-4 리치빌딩 1층,서울특별시 송파구 석촌호수로 108, 리치빌딩 1층 (잠실동),05566,신천동물병원,20220905163254,U,2021-12-09 00:07:00.0,,207786.293948913,445052.176136847,,,,,
3230000,323000001020180002,20180212,,01,영업/정상,0000,정상,,,,,02-403-7582,0,,서울특별시 송파구 문정동 624 송파아이파크 1동 E204호,서울특별시 송파구 법원로 55, 송파아이파크 1층 E204호 (문정동),05841,송파데일리동물병원,20220427095440,U,2021-12-03 22:09:00.0,,210698.849969654,441971.271264751,,,,,
3230000,323000001020180003,20180325,,03,폐업,0002,폐업,20190724,,,,02-417-7774,0,,서울특별시 송파구 방이동 108-7번지 2층 ,서울특별시 송파구 오금로 147, 2층 (방이동),05550,잘키움행동치료동물병원,20190724130927,U,2019-07-26 02:40:00.0,,209787.947726029    ,445412.46295026     ,동물병원,,,000,
3230000,323000001020180004,20180405,,03,폐업,0002,폐업,20180817,,,,02-6941-1470,0,,서울특별시 송파구 잠실동 40-1번지 롯데월드1층 S-911호 ,서울특별시 송파구 올림픽로 240, 롯데월드 1층 S-911호 (잠실동),05554,웰니스동물병원(롯데월드점),20180817150345,I,2018-08-31 23:59:59.0,,208589.363343145    ,445455.90405262     ,동물병원,,,000,
3230000,323000001020180005,20180413,,01,영업/정상,0000,정상,,,,,02-431-7575,0,,서울특별시 송파구 장지동 881-5 에스비트램스퀘어 203,204호,서울특별시 송파구 위례광장로 200, 에스비트램스퀘어 203,204호 (장지동),05849,위례S동물의료센터,20220427100325,U,2021-12-03 22:09:00.0,,212573,442139,,,,,
3230000,323000001020180006,20180702,,01,영업/정상,0000,정상,,,,,02-2039-2575,0,,서울특별시 송파구 석촌동 15 제우빌딩 2층 202호,서울특별시 송파구 백제고분로 293, 제우빌딩 2층 202호 (석촌동),05614,닥터캣 고양이병원,20211110160316,U,2021-11-12 02:40:00.0,,208682.946639076    ,444522.26110806     ,동물병원,,,000,0
3230000,323000001020180007,20180723,,03,폐업,0002,폐업,20211222,,,,02-423-5755,0,,서울특별시 송파구 잠실동 27 잠실주공아파트상가 1층 106호,서울특별시 송파구 송파대로 567, 상가동 1층 106호 (잠실동, 잠실주공아파트),05503,더오동물병원,20220411112726,U,2021-12-03 23:03:00.0,,208317.419891103,445894.98085039,,,,,
3230000,323000001020180008,20180816,,01,영업/정상,0000,정상,,,,,22037975,0,,서울특별시 송파구 석촌동 2-9번지 금보 2층 ,서울특별시 송파구 삼학사로 88, 금보 2층 (석촌동),05612,잠실베스트동물병원 수술재활센터,20190306150326,U,2019-03-08 02:40:00.0,,208542.14164305     ,444755.616935219    ,동물병원,,,000,
3230000,323000001020180009,20180820,,01,영업/정상,0000,정상,,,,,02-6941-1470,0,,서울특별시 송파구 잠실동 40-1 롯데월드 1층 S-911호,서울특별시 송파구 올림픽로 240, 롯데월드 1층 S-911호 (잠실동),05554,웰니스동물병원(롯데월드점),20220628164911,U,2021-12-05 21:00:00.0,,208589.363343145,445455.90405262,,,,,
3230000,323000001020180010,20181113,,01,영업/정상,0000,정상,,,,,02-2088-7775,0,,서울특별시 송파구 송파동 15-6,서울특별시 송파구 송파대로 450 (송파동),05625,샤인동물메디컬센터,20220506091747,U,2021-12-05 00:08:00.0,,209317.012187704,444964.289630833,,,,,
3230000,323000001020190001,20190220,,01,영업/정상,0000,정상,,,,,,0,,서울특별시 송파구 문정동 652-4 힐스테이트에코문정상가 1층 120,121호,서울특별시 송파구 법원로4길 10, 힐스테이트에코문정 상가동 1층 120,121호 (문정동),05855,문정힐스 동물병원,20220905141753,U,2021-12-09 00:07:00.0,,,,,,,,
3230000,323000001020190002,20190516,,01,영업/정상,0000,정상,,,,,02-6953-7502,0,,서울특별시 송파구 삼전동 28-2 청목빌딩,서울특별시 송파구 삼전로 56, 청목빌딩 (삼전동),05581,헬릭스동물메디컬센터 송파분원,20220819141749,U,2021-12-07 22:01:00.0,,207700.777656302,444619.911018948,,,,,
