개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총인원,,,
3230000,3.23E+17,20060125,,1,영업/정상,0,정상,,,,,413-7514,0,,서울특별시 송파구 송파동 58-4번지 레이크 해모로 105호,서울특별시 송파구 오금로 126, 105호 (송파동, 레이크 해모로),5618,호수동물병원,2.01904E+13,U,40:00.0,,209549.2084,445465.168,동물병원,,,0,,
3230000,3.23E+17,20070215,,3,폐업,2,폐업,20171031,,,,3432-7533,0,,,서울특별시 송파구 백제고분로 270 (삼전동),5585,동산동물병원,2.0171E+13,I,59:59.0,,208442.335,444446.821,동물병원,,,0,,,,
3230000,3.23E+17,20070302,,3,폐업,2,폐업,20110225,,,,2202-0344,131,,서울특별시 송파구 잠실동 250-13번지 지상2층 ,서울특별시 송파구 백제고분로 181 (잠실동,지상2층),,최재호한방동물병원,2.01507E+13,I,59:59.0,,207629.8129,444741.8907,동물병원,,,0,,,
3230000,3.23E+17,20070314,,3,폐업,2,폐업,,,,,422-3379,0,,서울특별시 송파구 잠실동 252-6 태영빌딩 ,서울특별시 송파구 삼전로 85, 태영빌딩 1층 (잠실동),5566,KYH웰빙동물병원,2.02111E+13,U,40:00.0,,207821.7533,444896.0527,동물병원,,,0,0,,
3230000,3.23E+17,20070316,,1,영업/정상,0,정상,,,,,415-7580,65.29,,서울특별시 송파구 삼전동 22-1 유시에셋,서울특별시 송파구 석촌호수로 138, 유시에셋 (삼전동),5600,잠실준25시동물병원,2.02209E+13,U,06:00.0,,208088.5582,444991.4907,,,,,,,
3230000,3.23E+17,20070517,,1,영업/정상,0,정상,,,,,408-5400,0,,서울특별시 송파구 가락동 87-1번지 MOXENHOUSE ,서울특별시 송파구 중대로9길 48, MOXENHOUSE (가락동),5712,쿨독동물병원,2.01904E+13,U,40:00.0,,210468.4083,443882.4427,동물병원,,,0,,,
3230000,3.23E+17,20070605,,3,폐업,2,폐업,20111128,,,,424-0425,0,,서울특별시 송파구 송파동 164-10번지 지상1층 ,,,러브펫동물병원,2.01507E+13,I,59:59.0,,210335.9823,444515.8074,동물병원,,,0,,,,
3230000,3.23E+17,20070803,,3,폐업,2,폐업,20160731,,,,430-7972,40.79,,,서울특별시 송파구 문정로4길 18 (문정동),5807,해뜨는 동물병원,2.01608E+13,I,59:59.0,,211072.6124,442512.631,동물병원,,,0,,,,
3230000,3.23E+17,20071002,,3,폐업,2,폐업,20170822,,,,419-7571,60.13,,서울특별시 송파구 송파동 135-2번지 지상1층 ,서울특별시 송파구 백제고분로 432 (송파동,지상1층),,송파원동물병원,2.01708E+13,I,59:59.0,,209821.4712,445231.7014,동물병원,,,0,,,
3230000,3.23E+17,20071101,,3,폐업,2,폐업,20140731,,,,430-7585,36.37,,,서울특별시 송파구 송이로 98 (가락동),5713,해밀동물병원,2.01507E+13,I,59:59.0,,210623.5517,443914.31,동물병원,,,0,,,,
3230000,3.23E+17,20071130,,3,폐업,2,폐업,20080929,,,,413-6676,27,,서울특별시 송파구 방이동 136-13번지 지상1층 ,서울특별시 송파구 가락로 259 (방이동,지상1층),,레인보우동물병원,2.01507E+13,I,59:59.0,,210413.1945,445439.8102,동물병원,,,0,,,
3230000,3.23E+17,20080107,,3,폐업,2,폐업,20120503,,,,443-7533,36,,서울특별시 송파구 가락동 8번지 가락스타클래스 107호 ,서울특별시 송파구 오금로 306 (가락동,가락스타클래스 107호),,오금 동물병원,2.01507E+13,I,59:59.0,,211082.2052,444525.412,동물병원,,,0,,,
3230000,3.23E+17,20080307,,1,영업/정상,0,정상,,,,,416-7512,0,,서울특별시 송파구 신천동 11-4번지 잠실 푸르지오 월드마크 상가 207호,서울특별시 송파구 올림픽로35가길 9, 상가동 2층 207호 (신천동, 잠실 푸르지오 월드마크),5510,더 샵 동물메디컬센터,2.01903E+13,U,40:00.0,,209087.1224,446139.1526,동물병원,,,0,,
3230000,3.23E+17,20080414,,3,폐업,2,폐업,20090601,,,,430-5353,54.13,,서울특별시 송파구 오금동 41-23번지 지상1층 ,서울특별시 송파구 마천로 76 (오금동,지상1층),,이솝 동물병원,2.01507E+13,I,59:59.0,,211298.6671,445021.9645,동물병원,,,0,,,
3230000,3.23E+17,20080421,,3,폐업,2,폐업,20180212,,,,420-0975,53.77,,,서울특별시 송파구 석촌호수로 94 (잠실동),5564,신천 동물병원,2.01802E+13,I,59:59.0,,207664.9129,445106.4713,동물병원,,,0,,,,
3230000,3.23E+17,20080822,,3,폐업,2,폐업,20120130,,,,3431-6007,0,,서울특별시 송파구 석촌동 1-1번지 신동아로쟌뷰 1층(114호) ,서울특별시 송파구 석촌호수로 188 (석촌동,신동아로쟌뷰 1층(114호)),,로잔동물병원,2.01507E+13,I,59:59.0,,208570.2306,444895.8835,동물병원,,,0,,,
3230000,3.23E+17,20090219,,3,폐업,2,폐업,20110131,,,,3401-7588,70,,서울특별시 송파구 문정동 11-8번지 지상2층 ,서울특별시 송파구 송이로32길 16 (문정동,지상2층),,서울동물병원,2.01507E+13,I,59:59.0,,211216.8768,442963.9276,동물병원,,,0,,,
3230000,3.23E+17,20090324,,1,영업/정상,0,정상,,,,,449-8575,50,,서울특별시 송파구 마천동 161-2번지 ,서울특별시 송파구 성내천로 229, 1층 (마천동),5747,두리동물병원,2.01904E+13,U,40:00.0,,213472.4007,444156.6421,동물병원,,,0,,,
3230000,3.23E+17,20090423,,3,폐업,2,폐업,20100407,,,,02-565-7582,0,,서울특별시 송파구 잠실동 19-9번지 2A12호,,,알프스 동물병원,2.01507E+13,I,59:59.0,,207373.5002,445545.656,동물병원,,,0,,,,
3230000,3.23E+17,20090424,,3,폐업,2,폐업,20091124,,,,443-2222,0,,서울특별시 송파구 가락동 137-3번지 102호,,,내사랑 동물병원,2.01507E+13,I,59:59.0,,211262.9949,443408.2784,동물병원,,,0,,,,
3230000,3.23E+17,20090603,,3,폐업,2,폐업,20190207,,,,430-5353,55.13,,,서울특별시 송파구 마천로 76 (오금동),5659,솔로몬동물병원,2.01902E+13,U,40:00.0,,211313.6982,445013.3941,동물병원,,,0,,,,
3230000,3.23E+17,20090714,,1,영업/정상,0,정상,,,,,415-7579,28.47,,서울특별시 송파구 신천동 17번지 파크리오상가 36호,서울특별시 송파구 올림픽로 435, 상가동 1층 36호 (신천동, 파크리오),5507,리오동물병원,2.01904E+13,U,40:00.0,,209314.26,446483.3161,동물병원,,,0,,
3230000,3.23E+17,20091110,,3,폐업,2,폐업,20120316,,,,473-0577,20.7,,서울특별시 송파구 풍납동 257-95번지 지상1층 ,서울특별시 송파구 토성로 30-1 (풍납동,지상1층),,튼튼동물병원,2.01507E+13,I,59:59.0,,209976.1534,447559.1311,동물병원,,,0,,,
3230000,3.23E+17,20091130,,3,폐업,2,폐업,20141215,,,,420-7580,67.96,,,서울특별시 송파구 백제고분로 115 (잠실동, 그린빌딩1층),5570,꿈이 크는 동물병원,2.01507E+13,I,59:59.0,,207003.1559,444965.1486,동물병원,,,0,,,
3230000,3.23E+17,20091202,,1,영업/정상,0,정상,,,,,443-2222,0,,서울특별시 송파구 가락동 137-3 현대빌리지 ,서울특별시 송파구 동남로 161,1,2층 (가락동, 현대빌리지),5826,에코동물병원,2.02101E+13,U,40:00.0,,211262.9949,443408.2784,동물병원,,,0,
3230000,3.23E+17,20100203,,3,폐업,2,폐업,20170305,,,,422-7773,0,,,서울특별시 송파구 석촌호수로 74 (잠실동),5559,참 동물병원,2.01703E+13,I,59:59.0,,207489.5178,445273.8205,동물병원,,,0,,,,
3230000,3.23E+17,20100525,,3,폐업,2,폐업,20220520,,,,420-9993,0,,서울특별시 송파구 송파동 103-29,서울특별시 송파구 가락로 162, 1층 (송파동),5675,한양종합동물병원,2.02205E+13,U,05:00.0,,209960.6699,444566.3446,,,,,,,
3230000,3.23E+17,20100716,,1,영업/정상,0,정상,,,,,02-417-3021,0,,서울특별시 송파구 방이동 181 태평양파크빌라트,서울특별시 송파구 위례성대로 102, 2층 202호 (방이동, 태평양파크빌라트),5637,스킨앤이어동물병원,2.02205E+13,U,02:00.0,,210806.1788,445687.2878,,,,,,
3230000,3.23E+17,20100830,,3,폐업,2,폐업,20220203,,,,2144-6175,45.53,,서울특별시 송파구 잠실동 40 갤러리아팰리스상가 124호,서울특별시 송파구 올림픽로 212, 상가동 124호 (잠실동, 갤러리아팰리스),5553,갤러리아동물병원,2.02202E+13,U,40:00.0,,208233.927,445435.2576,동물병원,,,0,0,
3230000,3.23E+17,20110107,,1,영업/정상,0,정상,,,,,423-8280,41.53,,서울특별시 송파구 잠실동 19-9번지 잠실파인애플상가 A동 2층 9,10호,서울특별시 송파구 올림픽로 119, 잠실파인애플상가 A동 2층 9,10호 (잠실동),5501,연 동물병원,2.01903E+13,U,40:00.0,,207373.5002,445545.656,동물병원,,,0,
3230000,3.23E+17,20110208,,3,폐업,2,폐업,20120718,,,,,0,,,서울특별시 강서구 가로공원로80길 6, 2층 2호 (화곡동, 태영아트빌),7762,24시송파서울동물병원,2.01507E+13,I,59:59.0,,185674.3117,448312.3579,동물병원,,,0,,
3230000,3.23E+17,20110628,,3,폐업,2,폐업,20190411,,,,2047-4224,0,,서울특별시 송파구 문정동 628번지 가든파이브툴 지하1층 ,서울특별시 송파구 충민로 10, 가든파이브툴 지하1층 (문정동),5840,웰니스동물병원,2.01904E+13,U,40:00.0,,210480.282,441833.1632,동물병원,,,0,,,
3230000,3.23E+17,20110701,,3,폐업,2,폐업,20180501,,,,2202-3515,0,,서울특별시 송파구 삼전동 7-6번지 지상1층 ,서울특별시 송파구 백제고분로 195 (삼전동,지상1층),,서울동물의료원,2.01804E+13,I,59:59.0,,207763.3532,444701.2079,동물병원,,,L00,,,
3230000,3.23E+17,20110701,,3,폐업,2,폐업,20150302,,,,416-8070,0,,서울특별시 송파구 송파동 135-8번지 ,서울특별시 송파구 오금로 168 (송파동),5662,강남종합동물병원,2.01507E+13,I,59:59.0,,209918.5831,445270.4974,동물병원,,,L00,,,,
3230000,3.23E+17,20110715,,3,폐업,2,폐업,20170624,,,,431-7575,36.75,,서울특별시 송파구 가락동 193-3번지 광성빌딩106호 ,서울특별시 송파구 동남로 202 (가락동,광성빌딩106호),,더 동물병원,2.01706E+13,I,59:59.0,,211522.1878,443693.1936,동물병원,,,0,,,
3230000,3.23E+17,20110720,,3,폐업,2,폐업,20160713,,,,2203-0040,0,,서울특별시 송파구 잠실동 40번지 갤러리아팰리스상가내 지하1층136-11호 ,서울특별시 송파구 올림픽로 212 (잠실동,갤러리아팰리스상가내 지하1층136-11호),,잠실초이 동물병원,2.01607E+13,I,59:59.0,,208233.927,445435.2576,동물병원,,,0,,,
3230000,3.23E+17,20110805,,3,폐업,2,폐업,20220630,,,,400-7582,0,,서울특별시 송파구 가락동 125-8 상아빌딩 1층,서울특별시 송파구 송이로 171, 상아빌딩 1층 (가락동),5827,봄빛 동물병원,2.02207E+13,U,07:00.0,,211082.4803,443326.3593,,,,,,,
3230000,3.23E+17,20110826,,3,폐업,2,폐업,20151126,,,,2143-1735,0,,,서울특별시 송파구 올림픽로 240, 2층 (잠실동, 롯데마트),5554,쿨펫 월드점 동물병원,2.01511E+13,I,59:59.0,,208589.3633,445455.9041,동물병원,,,0,,
3230000,3.23E+17,20111012,,1,영업/정상,0,정상,,,,,02-2043-7582,0,,서울특별시 송파구 오금동 17번지 왕천빌딩 1층 ,서울특별시 송파구 양재대로 1148, 왕천빌딩 1층 (오금동),5657,유앤동물의료원,2.01903E+13,U,40:00.0,,211187.2854,445282.8152,동물병원,,,0,,,
3230000,3.23E+17,20111017,,3,폐업,2,폐업,20181228,,,,02-425-6125,866.33,,서울특별시 송파구 송파동 141-2번지 ,서울특별시 송파구 오금로 182 (송파동),,이리온 동물의료원,2.01901E+13,U,40:00.0,,210052.0426,445172.9564,동물병원,,,L00,,,,
3230000,3.23E+17,20111116,,3,폐업,2,폐업,20171121,,,,4120098,0,,,서울특별시 송파구 백제고분로 131 (잠실동),5569,아미동물병원,2.01711E+13,I,59:59.0,,207154.9998,444910.8974,동물병원,,,0,,,,
3230000,3.23E+17,20120106,,3,폐업,2,폐업,20130313,,,,4156279,0,,,서울특별시 송파구 백제고분로46길 27 (송파동),5663,이동훈동물병원,2.01507E+13,I,59:59.0,,210016.3811,445052.0848,동물병원,,,0,,,,
3230000,3.23E+17,20120202,,3,폐업,2,폐업,20150214,,,,3431-6007,44.22,,,서울특별시 송파구 석촌호수로 188 (석촌동),5612,잠실VIP동물병원,2.01507E+13,I,59:59.0,,208592.8414,444893.5968,동물병원,,,0,,,,
3230000,3.23E+17,20120319,,3,폐업,2,폐업,20150630,,,,4730577,28.39,,,서울특별시 송파구 토성로 30-1, 1층 1호 (풍납동),5536,청담동물병원,2.01507E+13,I,59:59.0,,209976.1534,447559.1311,동물병원,,,0,,,
3230000,3.23E+17,20120416,,1,영업/정상,0,정상,,,,,419-7580,198,,서울특별시 송파구 석촌동 213-2번지 보라빌딩 ,서울특별시 송파구 삼학사로 44, 보라빌딩 (석촌동),5679,이룸동물병원,2.01909E+13,U,40:00.0,,208516.3919,444328.4395,동물병원,,,0,,,
3230000,3.23E+17,20120509,,3,폐업,2,폐업,20151027,,,,443-7533,40,,,서울특별시 송파구 오금로 306, 1층 7호 (가락동, 가락스타클래스),5701,오금동물병원,2.01612E+13,I,59:59.0,,211082.2052,444525.412,동물병원,,,0,,
3230000,3.23E+17,20120712,,3,폐업,2,폐업,20181227,,,,3401-7582,0,,,서울특별시 송파구 송이로32길 19, 1층 (문정동),5797,하군이네 동물병원,2.01812E+13,U,40:00.0,,211228.42,442900.4887,동물병원,,,0,,,
3230000,3.23E+17,20120814,,1,영업/정상,0,정상,,,,,02-419-1010,48.37,,서울특별시 송파구 잠실동 22-6번지 리센츠상가 1층 C13,C14호 ,서울특별시 송파구 올림픽로 145, 리센츠 상가동 1층 C13,C14호 (잠실동),5502,리센츠 스타 동물병원,2.01903E+13,U,40:00.0,,207624.4247,445533.4396,동물병원,,,0,
3230000,3.23E+17,20121023,,3,폐업,2,폐업,20121122,,,,400-4633,0,,,서울특별시 송파구 강동대로 300 (방이동),5649,오즈동물병원,2.01507E+13,I,59:59.0,,212138.1134,446315.7525,동물병원,,,0,,,,
3230000,3.23E+17,20121113,,3,폐업,2,폐업,20171229,,,,400-7555,0,,,서울특별시 송파구 충민로2길 36, 1층 102호 (장지동, 해오름 빌딩),5816,치치동물병원,2.01712E+13,I,59:59.0,,211280.564,441914.8426,동물병원,,,0,,
3230000,3.23E+17,20130515,,1,영업/정상,0,정상,,,,,418-0724,0,,서울특별시 송파구 잠실동 175-6 J타워 202호,서울특별시 송파구 올림픽로 76, J타워 202호 (잠실동),5556,24시잠실ON동물의료센터,2.02204E+13,U,07:00.0,,206916.7584,445485.4448,,,,,,,
3230000,3.23E+17,20130717,,3,폐업,2,폐업,20160824,,,,424-7588,10829.64,,,서울특별시 송파구 올림픽로 435, A동 4층 5호 (신천동, 파크리오상가),5507,에이스종합동물병원,2.01608E+13,I,59:59.0,,209995.6128,446691.346,동물병원,,,0,,
3230000,3.23E+17,20130723,,1,영업/정상,0,정상,,,,,02-6925-5475,0,,서울특별시 송파구 신천동 11번지 장미c상가 내제2층 203호, 내제2층 204동 3호,서울특별시 송파구 올림픽로35길 94, 신천동동 내제2층층 203호 (신천동, 장미3차맨션),5504,킴리동물병원,2.01904E+13,U,40:00.0,,209001.8448,446426.8142,동물병원,,,0,
3230000,3.23E+17,20131231,,1,영업/정상,0,정상,,,,,02-414-7975,60.14,,서울특별시 송파구 석촌동 174-12번지 청호빌딩 1층 2호,서울특별시 송파구 송파대로 441, 청호빌딩 1층 2호 (석촌동),5616,석촌동물병원,2.01903E+13,U,40:00.0,,209318.049,444847.9038,동물병원,,,0,,,
3230000,3.23E+17,20140327,,1,영업/정상,0,정상,,,,,02-6227-7582,85.96,,서울특별시 송파구 방이동 135-1번지 세림빌딩 1층 ,서울특별시 송파구 가락로 258, 세림빌딩 1층 (방이동),5634,라임동물병원,2.01903E+13,U,40:00.0,,210444.4877,445418.5016,동물병원,,,0,,,
3230000,3.23E+17,20140521,,1,영업/정상,0,정상,,,,,02-2203-7975,0,,서울특별시 송파구 석촌동 2-9 금보 1층,서울특별시 송파구 삼학사로 88, 금보 1층 (석촌동),5612,잠실베스트동물메디컬센터,2.02205E+13,U,05:00.0,,208542.1416,444755.6169,,,,,,,
3230000,3.23E+17,20140611,,1,영업/정상,0,정상,,,,,431-0275,107.47,,서울특별시 송파구 문정동 4-2번지 성해아파트상가 1층 ,서울특별시 송파구 송이로 186, 상가동 1호 (문정동, 성해아파트),5796,문정탑동물병원,2.01903E+13,U,40:00.0,,211133.0284,443191.9635,동물병원,,,0,,
3230000,3.23E+17,20140901,,1,영업/정상,0,정상,,,,,24247552,0,,서울특별시 송파구 삼전동 22-6번지 1층 ,서울특별시 송파구 석촌호수로 146, 1층 (삼전동),5600,행복한 우리아이 동물병원,2.01903E+13,U,40:00.0,,208168.0563,444967.4448,동물병원,,,0,,,
3230000,3.23E+17,20141008,,3,폐업,2,폐업,20180930,,,,02-3213-2798,0,,,서울특별시 송파구 올림픽로 300, 지하1층 (신천동, 롯데마트 엔터테인먼트),5551,펫가든동물병원 월드타워점,2.0181E+13,U,35:39.0,,209129,445785,동물병원,,,0,,
3230000,3.23E+17,20141215,,1,영업/정상,0,정상,,,,,02-420-7580,67.96,,서울특별시 송파구 잠실동 222-6번지 그린빌딩 1층 ,서울특별시 송파구 백제고분로 115, 그린빌딩 1층 (잠실동),5570,꿈이크는 동물병원,2.01903E+13,U,40:00.0,,207003.1559,444965.1486,동물병원,,,0,,,
3230000,3.23E+17,20150612,,1,영업/정상,0,정상,,,,,02-449-0075,116.88,,서울특별시 송파구 거여동 20-5 정림빌딩 1층,서울특별시 송파구 오금로 473, 정림빌딩 1층 (거여동),5744,온마음 동물메디컬센터,2.02209E+13,U,07:00.0,,212481.1143,443607.2504,,,,,,,
3230000,3.23E+17,20150701,,1,영업/정상,0,정상,,,,,473-0577,0,,서울특별시 송파구 풍납동 257-95번지 ,서울특별시 송파구 토성로 30-1 (풍납동),5536,청담동물병원,2.01903E+13,U,40:00.0,,209976.1534,447559.1311,동물병원,,,0,,,,
3230000,3.23E+17,20150717,,3,폐업,2,폐업,20160122,,,,,0,,,서울특별시 송파구 올림픽로35가길 16, B15호 (신천동, 홈플러스잠실점),5510,위즈펫동물병원 잠실점,2.01601E+13,I,59:59.0,,209039.148,446007.9668,동물병원,,,0,,
3230000,3.23E+17,20150811,,3,폐업,2,폐업,20151106,,,,,22.68,,,서울특별시 송파구 충민로 66, 라이프동 6층 T6045호 (문정동, 가든파이브라이프),5838,KAVSC동물병원,2.01511E+13,I,59:59.0,,211053.1195,442026.9888,동물병원,,,0,,
3230000,3.23E+17,20151028,,3,폐업,2,폐업,20181119,,,,02-443-7533,40.8,,,서울특별시 송파구 오금로 306, 107호 (가락동, 가락스타클래스),5701,오금동물병원,2.01811E+13,U,36:06.0,,211082.2052,444525.412,동물병원,,,0,,
3230000,3.23E+17,20151202,,1,영업/정상,0,정상,,,,,02-6401-1512,0,,서울특별시 송파구 문정동 620 송파 푸르지오시티 ,서울특별시 송파구 새말로 62, 송파 푸르지오시티 110호 (문정동),5841,키다리동물병원,2.0211E+13,U,40:00.0,,210654.5062,442070.5757,동물병원,,,0,0,,
3230000,3.23E+17,20160125,,3,폐업,2,폐업,20171220,,,,02-471-8275,0,,,서울특별시 송파구 올림픽로35가길 16, B16호 (신천동, 홈플러스잠실점),5510,위즈펫동물병원,2.01712E+13,I,59:59.0,,209039.148,446007.9668,동물병원,,,0,,
3230000,3.23E+17,20160510,,3,폐업,2,폐업,20200717,,,,02-3401-0075,36.41,,서울특별시 송파구 장지동 894 위례아이파크상가 5동 E117호,서울특별시 송파구 위례광장로 136, 5동 E117호 (장지동, 위례아이파크),5852,위례동물병원,2.02007E+13,U,40:00.0,,212469,441602,동물병원,,,0,,
3230000,3.23E+17,20160531,,3,폐업,2,폐업,20190503,,,,02-424-7582,49.92,,서울특별시 송파구 신천동 7번지 장미아파트 비상가 2동 108호,서울특별시 송파구 올림픽로35길 112, 장미아파트 비상가 2동 108호 (신천동),5504,바우동물병원,2.01905E+13,U,40:00.0,,208707.0899,446299.3528,동물병원,,,0,,,
3230000,3.23E+17,20160621,,1,영업/정상,0,정상,,,,,02-400-8575,264,,서울특별시 송파구 문정동 85 어은회관,서울특별시 송파구 새말로 125, 어은회관 (문정동),5809,송파바로동물병원,2.02205E+13,U,05:00.0,,211255.7596,442338.1156,,,,,,,
3230000,3.23E+17,20160629,,1,영업/정상,0,정상,,,,,02-448-7588,220.8,,서울특별시 송파구 문정동 57-3,서울특별시 송파구 새말로5길 17 (문정동),5807,송파스마일동물병원,2.02205E+13,U,03:00.0,,210894.0452,442447.6514,,,,,,,,
3230000,3.23E+17,20160909,,1,영업/정상,0,정상,,,,,24438898,0,,서울특별시 송파구 거여동 290-3 우토 파크빌딩 ,서울특별시 송파구 양산로4길 13, 우토 파크빌딩 (거여동),5779,마루동물병원,2.02011E+13,U,40:00.0,,212732.2246,443096.7864,동물병원,,,0,,,
3230000,3.23E+17,20170814,,1,영업/정상,0,정상,,,,,02-419-7571,185.6,,서울특별시 송파구 송파동 135-2,서울특별시 송파구 백제고분로 432, 2층 (송파동),5662,송파원동물병원,2.02209E+13,U,09:00.0,,209821.4712,445231.7014,,,,,,,
3230000,3.23E+17,20180212,,1,영업/정상,0,정상,,,,,,0,,서울특별시 송파구 잠실동 242-4 리치빌딩 1층,서울특별시 송파구 석촌호수로 108, 리치빌딩 1층 (잠실동),5566,신천동물병원,2.02209E+13,U,07:00.0,,207786.2939,445052.1761,,,,,,,
3230000,3.23E+17,20180212,,1,영업/정상,0,정상,,,,,02-403-7582,0,,서울특별시 송파구 문정동 624 송파아이파크 1동 E204호,서울특별시 송파구 법원로 55, 송파아이파크 1층 E204호 (문정동),5841,송파데일리동물병원,2.02204E+13,U,09:00.0,,210698.85,441971.2713,,,,,,,
3230000,3.23E+17,20180325,,3,폐업,2,폐업,20190724,,,,02-417-7774,0,,서울특별시 송파구 방이동 108-7번지 2층 ,서울특별시 송파구 오금로 147, 2층 (방이동),5550,잘키움행동치료동물병원,2.01907E+13,U,40:00.0,,209787.9477,445412.463,동물병원,,,0,,,
3230000,3.23E+17,20180405,,3,폐업,2,폐업,20180817,,,,02-6941-1470,0,,서울특별시 송파구 잠실동 40-1번지 롯데월드1층 S-911호 ,서울특별시 송파구 올림픽로 240, 롯데월드 1층 S-911호 (잠실동),5554,웰니스동물병원(롯데월드점),2.01808E+13,I,59:59.0,,208589.3633,445455.9041,동물병원,,,0,,,
3230000,3.23E+17,20180413,,1,영업/정상,0,정상,,,,,02-431-7575,0,,서울특별시 송파구 장지동 881-5 에스비트램스퀘어 203,204호,서울특별시 송파구 위례광장로 200, 에스비트램스퀘어 203,204호 (장지동),5849,위례S동물의료센터,2.02204E+13,U,09:00.0,,212573,442139,,,,,
3230000,3.23E+17,20180702,,1,영업/정상,0,정상,,,,,02-2039-2575,0,,서울특별시 송파구 석촌동 15 제우빌딩 2층 202호,서울특별시 송파구 백제고분로 293, 제우빌딩 2층 202호 (석촌동),5614,닥터캣 고양이병원,2.02111E+13,U,40:00.0,,208682.9466,444522.2611,동물병원,,,0,0,,
3230000,3.23E+17,20180723,,3,폐업,2,폐업,20211222,,,,02-423-5755,0,,서울특별시 송파구 잠실동 27 잠실주공아파트상가 1층 106호,서울특별시 송파구 송파대로 567, 상가동 1층 106호 (잠실동, 잠실주공아파트),5503,더오동물병원,2.02204E+13,U,03:00.0,,208317.4199,445894.9809,,,,,,
3230000,3.23E+17,20180816,,1,영업/정상,0,정상,,,,,22037975,0,,서울특별시 송파구 석촌동 2-9번지 금보 2층 ,서울특별시 송파구 삼학사로 88, 금보 2층 (석촌동),5612,잠실베스트동물병원 수술재활센터,2.01903E+13,U,40:00.0,,208542.1416,444755.6169,동물병원,,,0,,,
3230000,3.23E+17,20180820,,1,영업/정상,0,정상,,,,,02-6941-1470,0,,서울특별시 송파구 잠실동 40-1 롯데월드 1층 S-911호,서울특별시 송파구 올림픽로 240, 롯데월드 1층 S-911호 (잠실동),5554,웰니스동물병원(롯데월드점),2.02206E+13,U,00:00.0,,208589.3633,445455.9041,,,,,,,
3230000,3.23E+17,20181113,,1,영업/정상,0,정상,,,,,02-2088-7775,0,,서울특별시 송파구 송파동 15-6,서울특별시 송파구 송파대로 450 (송파동),5625,샤인동물메디컬센터,2.02205E+13,U,08:00.0,,209317.0122,444964.2896,,,,,,,,
3230000,3.23E+17,20190220,,1,영업/정상,0,정상,,,,,,0,,서울특별시 송파구 문정동 652-4 힐스테이트에코문정상가 1층 120,121호,서울특별시 송파구 법원로4길 10, 힐스테이트에코문정 상가동 1층 120,121호 (문정동),5855,문정힐스 동물병원,2.02209E+13,U,07:00.0,,,,,,,,
3230000,3.23E+17,20190516,,1,영업/정상,0,정상,,,,,02-6953-7502,0,,서울특별시 송파구 삼전동 28-2 청목빌딩,서울특별시 송파구 삼전로 56, 청목빌딩 (삼전동),5581,헬릭스동물메디컬센터 송파분원,2.02208E+13,U,01:00.0,,207700.7777,444619.911,,,,,,,
3230000,3.23E+17,20190524,,1,영업/정상,0,정상,,,,,,0,,서울특별시 송파구 거여동 20-5번지 정림빌딩 ,서울특별시 송파구 오금로 473, 정림빌딩 (거여동),5744,온마음 동물메디컬센터,2.01905E+13,I,20:55.0,,212481.1143,443607.2504,동물병원,,,0,,,
3230000,3.23E+17,20200212,,1,영업/정상,0,정상,,,,,,,,서울특별시 송파구 가락동 479번지 헬리오시티 ,서울특별시 송파구 송파대로 345, 3B동 28,29호 (가락동, 헬리오시티),5698,헬리오동물병원,2.02002E+13,I,23:30.0,,209394.2313,443951.2369,동물병원,,,0,
3230000,3.23E+17,20200311,,1,영업/정상,0,정상,,,,,,0,,서울특별시 송파구 송파동 122-7,서울특별시 송파구 가락로 169, 1층 102호 (송파동),5664,라온펫동물병원,2.0221E+13,U,03:00.0,,209999.1178,444657.9255,,,,,,,
3230000,3.23E+17,20200825,,1,영업/정상,0,정상,,,,,02-443-6933,,,서울특별시 송파구 오금동 151-1 재상빌딩 ,서울특별시 송파구 동남로 282, 재상빌딩 1층 (오금동),5740,채움동물의료센터,2.02105E+13,U,40:00.0,,212051.9066,444267.3509,동물병원,,,0,,,
3230000,3.23E+17,20200915,,1,영업/정상,0,정상,,,,,02-402-3270,,,서울특별시 송파구 문정동 652-5 문정아이파크 ,서울특별시 송파구 법원로4길 6, 문정아이파크 128-9호 (문정동),5855,동물병원알루,2.02009E+13,I,23:12.0,,,,동물병원,,,0,,,
3230000,3.23E+17,20201118,,1,영업/정상,0,정상,,,,,070-4349-3357,0,,서울특별시 송파구 잠실동 242-2,서울특별시 송파구 석촌호수로 104, 1층 (잠실동),5566,도그마루 동물병원,2.02207E+13,U,03:00.0,,207751.1281,445064.4879,,,,,,,
3230000,3.23E+17,20210824,,1,영업/정상,0,정상,,,,,02-407-7579,0,,서울특별시 송파구 장지동 884 위례2차아이파크 ,서울특별시 송파구 위례광장로 230,119,120호 (장지동, 위례2차아이파크),5849,위례 별 동물의료센터,2.02108E+13,I,22:50.0,,212681,442001,동물병원,,,0,0
